date,symbol,open,high,low,close,volume,adjusted,divd,split
2012-01-03,ONEQ,104.5,105.0671,104.16,104.16,7000,9.28389803543,0.0,1.0
2012-01-04,ONEQ,103.84,104.52,103.45,104.52,39600,9.31598524062,0.0,1.0
2012-01-05,ONEQ,104.51,105.46,103.761,105.17,16300,9.37392047222,0.0,1.0
2012-01-06,ONEQ,105.81,105.81,104.721,105.48,27300,9.40155112113,0.0,1.0
2012-01-09,ONEQ,105.7,105.748,105.004,105.588,7500,9.41117728269,0.0,1.0
2012-01-10,ONEQ,107.0,107.0,106.23,106.62,12400,9.50316060424,0.0,1.0
2012-01-11,ONEQ,106.76,107.02,106.634,106.92,5100,9.5298999419,0.0,1.0
2012-01-12,ONEQ,108.5,108.5,105.55,107.41,5400,9.57357419341,0.0,1.0
2012-01-13,ONEQ,106.8,106.942,106.054,106.75,27500,9.51474765056,0.0,1.0
2012-01-17,ONEQ,108.15,108.15,107.5,107.59,9700,9.589617796,0.0,1.0
2012-01-18,ONEQ,107.45,109.1,107.45,109.1,9000,9.72420579556,0.0,1.0
2012-01-19,ONEQ,109.92,110.17,109.55,109.944,9500,9.79943246551,0.0,1.0
2012-01-20,ONEQ,110.03,110.03,109.5,109.652,17900,9.77340617685,0.0,1.0
2012-01-23,ONEQ,110.57,110.594,109.39,109.62,8000,9.77055398083,0.0,1.0
2012-01-24,ONEQ,109.91,110.03,109.02,109.848,4200,9.79087587745,0.0,1.0
2012-01-25,ONEQ,111.23,111.349,109.92,111.349,5100,9.92466169688,0.0,1.0
2012-01-26,ONEQ,111.91,111.91,110.75,110.75,1600,9.87127215268,0.0,1.0
2012-01-27,ONEQ,110.8,110.82,110.5,110.82,800,9.87751133147,0.0,1.0
2012-01-30,ONEQ,110.02,111.0,109.8529,110.752,9100,9.87145041494,0.0,1.0
2012-01-31,ONEQ,111.85,111.85,110.51,111.151,12000,9.90701373402,0.0,1.0
2012-02-01,ONEQ,111.91,112.6,111.488,112.254,9100,10.0053253655,0.0,1.0
2012-02-02,ONEQ,112.37,113.0,112.36,112.591,5600,10.0353625548,0.0,1.0
2012-02-03,ONEQ,113.35,114.652,113.35,114.423,10600,10.1986507768,0.0,1.0
2012-02-06,ONEQ,114.17,114.42,113.66,114.32,7500,10.1894702708,0.0,1.0
2012-02-07,ONEQ,114.03,114.704,113.86,114.519,5100,10.2072073648,0.0,1.0
2012-02-08,ONEQ,114.56,115.1692,114.232,115.1,8800,10.2589925487,0.0,1.0
2012-02-09,ONEQ,115.82,115.82,114.504,115.301,15900,10.276907905,0.0,1.0
2012-02-10,ONEQ,120.0,120.0,113.9501,114.25,11000,10.183231092,0.0,1.0
2012-02-13,ONEQ,114.92,115.6,114.92,115.491,7700,10.2938428188,0.0,1.0
2012-02-14,ONEQ,115.18,115.6,114.95,115.591,4600,10.3027559314,0.0,1.0
2012-02-15,ONEQ,116.78,116.78,114.84,115.016,7700,10.2515055342,0.0,1.0
2012-02-16,ONEQ,114.92,116.75,114.92,116.741,7600,10.4052567257,0.0,1.0
2012-02-17,ONEQ,117.03,117.03,116.0775,116.344,10700,10.3698716689,0.0,1.0
2012-02-21,ONEQ,116.87,117.022,116.12,116.22,4900,10.3588194093,0.0,1.0
2012-02-22,ONEQ,116.03,116.26,115.64,115.711,3600,10.3134516664,0.0,1.0
2012-02-23,ONEQ,115.396,116.65,115.396,116.65,3700,10.3971457933,0.0,1.0
2012-02-24,ONEQ,117.32,117.32,116.801,116.928,15200,10.4219242462,0.0,1.0
2012-02-27,ONEQ,116.14,117.3735,115.77,117.324,18000,10.4572201719,0.0,1.0
2012-02-28,ONEQ,117.29,117.96,117.2029,117.88,10200,10.5067770777,0.0,1.0
2012-02-29,ONEQ,117.93,118.569,117.07,117.07,19200,10.434580866,0.0,1.0
2012-03-01,ONEQ,117.71,118.386,117.5,118.05,14800,10.5219293691,0.0,1.0
2012-03-02,ONEQ,119.0,119.01,117.34,117.54,14800,10.476472495,0.0,1.0
2012-03-05,ONEQ,117.7,117.7,116.1129,116.616,12000,10.3941153351,0.0,1.0
2012-03-06,ONEQ,115.85,115.85,114.5625,114.84,32700,10.2358184561,0.0,1.0
2012-03-07,ONEQ,115.73,115.93,115.16,115.914,4800,10.3315452849,0.0,1.0
2012-03-08,ONEQ,116.45,117.429,116.366,117.201,6400,10.4462570435,0.0,1.0
2012-03-09,ONEQ,117.38,118.31,117.38,117.852,6600,10.5042814062,0.0,1.0
2012-03-12,ONEQ,118.19,118.19,117.51,117.8,2400,10.4996465877,0.0,1.0
2012-03-13,ONEQ,118.59,119.7,118.5,119.7,26900,10.6689957262,0.0,1.0
2012-03-14,ONEQ,120.35,121.07,119.672,120.198,18300,10.7133830267,0.0,1.0
2012-03-15,ONEQ,120.53,120.98,120.0315,120.596,9600,10.7488572147,0.0,1.0
2012-03-16,ONEQ,120.97,120.97,120.191,120.6,14800,10.7679312755,0.21,1.0
2012-03-19,ONEQ,120.78,121.82,120.4,121.58,29400,10.8554318779,0.0,1.0
2012-03-20,ONEQ,120.63,121.5,120.374,121.5,17800,10.8482889716,0.0,1.0
2012-03-21,ONEQ,121.53,121.6392,120.96,121.09,38900,10.8116815767,0.0,1.0
2012-03-22,ONEQ,120.33,120.8,120.151,120.36,23300,10.7465025566,0.0,1.0
2012-03-23,ONEQ,120.83,120.93,120.11,120.762,8000,10.7823956608,0.0,1.0
2012-03-26,ONEQ,121.45,123.029,121.45,122.87,9400,10.9706112423,0.0,1.0
2012-03-27,ONEQ,122.83,123.519,122.83,123.07,4900,10.9884685081,0.0,1.0
2012-03-28,ONEQ,123.31,123.31,121.761,122.37,17700,10.9259680778,0.0,1.0
2012-03-29,ONEQ,121.7,122.2,121.22,122.15,5500,10.9063250855,0.0,1.0
2012-03-30,ONEQ,122.57,122.57,121.5599,121.86,7700,10.8804320501,0.0,1.0
2012-04-02,ONEQ,122.21,123.0486,121.69,122.8,12500,10.9643611993,0.0,1.0
